NICE;0,03%
JAPAN POST HOLDINGS CO;0,03%
PERKINELMER;0,03%
OPEN TEXT CORP;0,03%
JACOBS ENGINEERING GROUP;0,03%
WIX.COM;0,03%
WABTEC CORP;0,03%
TERADYNE;0,03%
BANDAI NAMCO HOLDINGS;0,03%
JAPAN EXCHANGE GROUP;0,03%
SWISS LIFE HOLDING;0,03%
NVR;0,03%
INTL FLAVORS & FRAGRANCE;0,03%
INTERTEK GROUP;0,03%
BOOZ ALLEN HAMILTON A;0,03%
NEC CORP;0,03%
MOLINA HEALTHCARE;0,03%
CONCHO RESOURCES;0,03%
UDR;0,03%
KIRKLAND LAKE GOLD (NEW);0,03%
VARIAN MEDICAL SYSTEMS;0,03%
EXPEDIA GROUP;0,03%
SAREPTA THERAPEUTICS;0,03%
Z HOLDINGS CORP;0,03%
TELENOR;0,03%
BIO-RAD LABORATORIES A;0,03%
SVB FINANCIAL GROUP;0,03%
REGIONS FINANCIAL (NEW);0,03%
EQUITY LIFESTYLE PPTYS;0,03%
GARTNER;0,03%
CH ROBINSON WORLDWIDE;0,03%
HALMA;0,03%
TOSHIBA CORP;0,03%
PRINCIPAL FINANCIAL GRP;0,03%
CONTINENTAL;0,03%
FISHER & PAYKEL HEALTH;0,03%
NEUROCRINE BIOSCIENCES;0,03%
MONGODB A;0,03%
WP CAREY;0,03%
BOC HONG KONG HOLDINGS;0,03%
CELANESE CORP;0,03%
BAKER HUGHES CO;0,03%
WAYFAIR A;0,03%
HALLIBURTON CO;0,03%
BEIERSDORF;0,03%
CITIZENS FINANCIAL GROUP;0,03%
ROKU A;0,03%
NIPPON PAINT HOLDINGS CO;0,03%
ONO PHARMACEUTICAL CO;0,03%
NEXON CO;0,03%
DENTSPLY SIRONA;0,03%
WORLDLINE;0,03%
ADVANTEST CORP;0,03%
DOLLARAMA;0,03%
UNITED RENTALS;0,03%
METRO A;0,03%
ARISTOCRAT LEISURE;0,03%
EDENRED;0,03%
TD AMERITRADE HOLDING CO;0,03%
WEST JAPAN RAILWAY CO;0,03%
CREDIT AGRICOLE;0,03%
ZALANDO;0,03%
CHRISTIAN HANSEN HOLDING;0,02%
CHENIERE ENERGY;0,02%
ABIOMED;0,02%
NORDSON CORP;0,02%
NEW FOX A;0,02%
INGERSOLL-RAND;0,02%
E*TRADE GROUP;0,02%
3I GROUP;0,02%
QIAGEN;0,02%
DARDEN RESTAURANTS;0,02%
FIAT CHRYSLER AUTOMOBILE;0,02%
TEMENOS GROUP;0,02%
TRIMBLE;0,02%
KEURIG DR PEPPER;0,02%
ASAHI KASEI CORP;0,02%
WPP;0,02%
ROYAL CARIBBEAN CRUISES;0,02%
AENA;0,02%
HUNT (J,B,) TRANSPORT;0,02%
COGNEX CORP;0,02%
CROWDSTRIKE HLDGS A;0,02%
SUMITOMO MITSUI TRUST;0,02%
SNAM;0,02%
EMERA;0,02%
MEDICAL PROPERTIES TRUST;0,02%
PACKAGING CORP OF AMER;0,02%
