Fund Holdings as of,"07/jun/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"6963","ROHM LTD","IT","Aandelen","5.314.010,19","0,01","5.314.010,19","66.350,00","80,09","Japan","Tokyo Stock Exchange","JPY"
"4005","SUMITOMO CHEMICAL LTD","Materialen","Aandelen","5.315.250,45","0,01","5.315.250,45","1.284.923,00","4,14","Japan","Tokyo Stock Exchange","JPY"
"GWRE","GUIDEWIRE SOFTWARE INC","IT","Aandelen","5.316.101,28","0,01","5.316.101,28","66.096,00","80,43","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ALD","AMPOL LTD","Energie","Aandelen","5.312.418,79","0,01","5.312.418,79","204.415,00","25,99","Australië","Asx - All Markets","AUD"
"MASI","MASIMO CORP","Gezondheidszorg","Aandelen","5.307.703,24","0,01","5.307.703,24","37.574,00","141,26","Verenigde Staten","NASDAQ","USD"
"AFX","CARL ZEISS MEDITEC AG","Gezondheidszorg","Aandelen","5.275.160,44","0,01","5.275.160,44","38.999,00","135,26","Duitsland","Xetra","EUR"
"4324","DENTSU GROUP INC","Communicatie","Aandelen","5.261.883,37","0,01","5.261.883,37","160.800,00","32,72","Japan","Tokyo Stock Exchange","JPY"
"BSY","BENTLEY SYSTEMS INC CLASS B","IT","Aandelen","5.185.309,16","0,01","5.185.309,16","144.922,00","35,78","Verenigde Staten","NASDAQ","USD"
"4021","NISSAN CHEMICAL CORP","Materialen","Aandelen","5.186.261,56","0,01","5.186.261,56","91.000,00","56,99","Japan","Tokyo Stock Exchange","JPY"
"DAL","DELTA AIR LINES INC","Industrie","Aandelen","5.178.280,96","0,01","5.178.280,96","130.304,00","39,74","Verenigde Staten","New York Stock Exchange Inc.","USD"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Luxe-consumentengoederen","Aandelen","5.149.213,51","0,01","5.149.213,51","326.540,00","15,77","Japan","Tokyo Stock Exchange","JPY"
"PST","POSTE ITALIANE","Financiële waarden","Aandelen","5.145.039,74","0,01","5.145.039,74","476.311,00","10,80","Italië","Borsa Italiana","EUR"
"X","TMX GROUP LTD","Financiële waarden","Aandelen","5.141.072,83","0,01","5.141.072,83","46.910,00","109,59","Canada","Toronto Stock Exchange","CAD"
"JMT","JERONIMO MARTINS SA","Basis-consumentengoederen","Aandelen","5.135.449,84","0,01","5.135.449,84","257.489,00","19,94","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"1801","TAISEI CORP","Industrie","Aandelen","5.131.472,05","0,01","5.131.472,05","164.998,00","31,10","Japan","Tokyo Stock Exchange","JPY"
"GRF","GRIFOLS SA CLASS A","Gezondheidszorg","Aandelen","5.131.442,01","0,01","5.131.442,01","250.171,00","20,51","Spanje","Bolsa De Madrid","EUR"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financiële waarden","Aandelen","5.107.439,12","0,01","5.107.439,12","494.902,00","10,32","Italië","Borsa Italiana","EUR"
"SGP","STOCKLAND STAPLED UNITS LTD","Vastgoed","Aandelen","5.101.498,56","0,01","5.101.498,56","1.884.471,00","2,71","Australië","Asx - All Markets","AUD"
"AM","DASSAULT AVIATION SA","Industrie","Aandelen","5.086.660,30","0,01","5.086.660,30","28.727,00","177,07","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"BLND","BRITISH LAND REIT PLC","Vastgoed","Aandelen","5.072.423,77","0,01","5.072.423,77","752.174,00","6,74","Verenigd Koninkrijk","London Stock Exchange","GBP"
"EDF","ELECTRICITE DE FRANCE SA","Nutsbedrijven","Aandelen","5.060.960,21","0,01","5.060.960,21","573.440,00","8,83","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"AUTO","AUTO TRADER GROUP PLC","Communicatie","Aandelen","5.043.570,12","0,01","5.043.570,12","695.234,00","7,25","Verenigd Koninkrijk","London Stock Exchange","GBP"
"HFG","HELLOFRESH","Basis-consumentengoederen","Aandelen","5.035.962,37","0,01","5.035.962,37","131.915,00","38,18","Duitsland","Xetra","EUR"
"7701","SHIMADZU CORP","IT","Aandelen","5.033.021,66","0,01","5.033.021,66","139.051,00","36,20","Japan","Tokyo Stock Exchange","JPY"
"ORI","ORICA LTD","Materialen","Aandelen","5.003.914,91","0,01","5.003.914,91","423.174,00","11,82","Australië","Asx - All Markets","AUD"
"EPI B","EPIROC CLASS B","Industrie","Aandelen","4.981.044,44","0,01","4.981.044,44","290.121,00","17,17","Zweden","Nasdaq Omx Nordic","SEK"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrie","Aandelen","4.963.151,27","0,01","4.963.151,27","1.635.400,00","3,03","Singapore","Singapore Exchange","SGD"
"HUSQ B","HUSQVARNA","Industrie","Aandelen","4.959.355,11","0,01","4.959.355,11","536.893,00","9,24","Zweden","Nasdaq Omx Nordic","SEK"
"288","WH GROUP LTD","Basis-consumentengoederen","Aandelen","4.952.763,46","0,01","4.952.763,46","6.487.500,00","0,76","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"AFRM","AFFIRM HOLDINGS INC CLASS A","IT","Aandelen","4.950.184,55","0,01","4.950.184,55","203.293,00","24,35","Verenigde Staten","NASDAQ","USD"
"ENX","EURONEXT NV","Financiële waarden","Aandelen","4.930.278,08","0,01","4.930.278,08","58.712,00","83,97","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"MPL","MEDIBANK PRIVATE LTD","Financiële waarden","Aandelen","4.933.901,64","0,01","4.933.901,64","2.169.716,00","2,27","Australië","Asx - All Markets","AUD"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communicatie","Aandelen","4.931.125,81","0,01","4.931.125,81","121.967,00","40,43","Verenigde Staten","NASDAQ","USD"
"MGR","MIRVAC GROUP STAPLED UNITS","Vastgoed","Aandelen","4.933.686,66","0,01","4.933.686,66","3.223.730,00","1,53","Australië","Asx - All Markets","AUD"
"CPR","DAVIDE CAMPARI MILANO NV","Basis-consumentengoederen","Aandelen","4.914.683,37","0,01","4.914.683,37","463.156,00","10,61","Italië","Borsa Italiana","EUR"
"CCH","COCA COLA HBC AG","Basis-consumentengoederen","Aandelen","4.893.138,99","0,01","4.893.138,99","219.169,00","22,33","Verenigd Koninkrijk","London Stock Exchange","GBP"
"9502","CHUBU ELECTRIC POWER INC","Nutsbedrijven","Aandelen","4.885.242,50","0,01","4.885.242,50","497.825,00","9,81","Japan","Tokyo Stock Exchange","JPY"
"2801","KIKKOMAN CORP","Basis-consumentengoederen","Aandelen","4.877.992,07","0,01","4.877.992,07","94.200,00","51,78","Japan","Tokyo Stock Exchange","JPY"
"5411","JFE HOLDINGS INC","Materialen","Aandelen","4.871.717,17","0,01","4.871.717,17","394.487,00","12,35","Japan","Tokyo Stock Exchange","JPY"
"7181","JAPAN POST INSURANCE LTD","Financiële waarden","Aandelen","4.871.143,99","0,01","4.871.143,99","298.200,00","16,34","Japan","Tokyo Stock Exchange","JPY"
"SW","SODEXO SA","Luxe-consumentengoederen","Aandelen","4.856.160,87","0,01","4.856.160,87","64.839,00","74,90","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"F34","WILMAR INTERNATIONAL LTD","Basis-consumentengoederen","Aandelen","4.840.535,27","0,01","4.840.535,27","1.594.997,00","3,03","Singapore","Singapore Exchange","SGD"
"TWE","TREASURY WINE ESTATES LTD","Basis-consumentengoederen","Aandelen","4.839.521,56","0,01","4.839.521,56","589.092,00","8,22","Australië","Asx - All Markets","AUD"
"ZIM","ZIM INTEGRATED SHIPPING SERVICES L","Industrie","Aandelen","4.839.087,96","0,01","4.839.087,96","70.623,00","68,52","Israël","New York Stock Exchange Inc.","USD"
"TLC","THE LOTTERY CORPORATION LTD","Luxe-consumentengoederen","Aandelen","4.834.631,99","0,01","4.834.631,99","1.494.887,00","3,23","Australië","Asx - All Markets","AUD"
"Z","ZILLOW GROUP INC CLASS C","Vastgoed","Aandelen","4.833.819,72","0,01","4.833.819,72","118.302,00","40,86","Verenigde Staten","NASDAQ","USD"
"6504","FUJI ELECTRIC LTD","Industrie","Aandelen","4.817.301,38","0,01","4.817.301,38","102.600,00","46,95","Japan","Tokyo Stock Exchange","JPY"
"LUN","LUNDIN MINING CORP","Materialen","Aandelen","4.814.540,60","0,01","4.814.540,60","533.725,00","9,02","Canada","Toronto Stock Exchange","CAD"
"TW","TRADEWEB MARKETS INC CLASS A","Financiële waarden","Aandelen","4.808.190,03","0,01","4.808.190,03","69.573,00","69,11","Verenigde Staten","NASDAQ","USD"
"12","HENDERSON LAND DEVELOPMENT LTD","Vastgoed","Aandelen","4.784.639,35","0,01","4.784.639,35","1.226.830,00","3,90","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"RNO","RENAULT SA","Luxe-consumentengoederen","Aandelen","4.745.898,88","0,01","4.745.898,88","167.922,00","28,26","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Vastgoed","Aandelen","4.736.772,37","0,01","4.736.772,37","37.373,00","126,74","Canada","Toronto Stock Exchange","CAD"
"AC","ACCOR SA","Luxe-consumentengoederen","Aandelen","4.711.345,13","0,01","4.711.345,13","144.956,00","32,50","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"5333","NGK INSULATORS LTD","Industrie","Aandelen","4.712.066,43","0,01","4.712.066,43","322.600,00","14,61","Japan","Tokyo Stock Exchange","JPY"
"CG","CARLYLE GROUP INC","Financiële waarden","Aandelen","4.684.068,00","0,01","4.684.068,00","118.584,00","39,50","Verenigde Staten","NASDAQ","USD"
"AT1","AROUNDTOWN SA","Vastgoed","Aandelen","4.656.444,64","0,01","4.656.444,64","1.017.446,00","4,58","Duitsland","Xetra","EUR"
"9503","KANSAI ELECTRIC POWER INC","Nutsbedrijven","Aandelen","4.657.842,46","0,01","4.657.842,46","491.280,00","9,48","Japan","Tokyo Stock Exchange","JPY"
"SKA B","SKANSKA B","Industrie","Aandelen","4.658.592,04","0,01","4.658.592,04","267.360,00","17,42","Zweden","Nasdaq Omx Nordic","SEK"
"BDEV","BARRATT DEVELOPMENTS","Luxe-consumentengoederen","Aandelen","4.645.629,22","0,01","4.645.629,22","729.729,00","6,37","Verenigd Koninkrijk","London Stock Exchange","GBP"
"TEL2 B","TELE2 B","Communicatie","Aandelen","4.648.287,20","0,01","4.648.287,20","376.725,00","12,34","Zweden","Nasdaq Omx Nordic","SEK"
"TDOC","TELADOC HEALTH INC","Gezondheidszorg","Aandelen","4.644.883,54","0,01","4.644.883,54","133.397,00","34,82","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Communicatie","Aandelen","4.635.072,25","0,01","4.635.072,25","191.137,00","24,25","Verenigde Staten","NASDAQ","USD"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Luxe-consumentengoederen","Aandelen","4.613.527,75","0,01","4.613.527,75","85.836,00","53,75","Verenigd Koninkrijk","London Stock Exchange","GBP"
"NEXI","NEXI","IT","Aandelen","4.608.663,65","0,01","4.608.663,65","458.852,00","10,04","Italië","Borsa Italiana","EUR"
"WDP","WAREHOUSES DE PAUW NV","Vastgoed","Aandelen","4.601.902,05","0,01","4.601.902,05","123.453,00","37,28","België","Nyse Euronext - Euronext Brussels","EUR"
"AZJ","AURIZON HOLDINGS LTD","Industrie","Aandelen","4.597.583,99","0,01","4.597.583,99","1.534.633,00","3,00","Australië","Asx - All Markets","AUD"
"QBR.B","QUEBECOR INC CLASS B","Communicatie","Aandelen","4.589.945,13","0,01","4.589.945,13","207.266,00","22,15","Canada","Toronto Stock Exchange","CAD"
"WTC","WISETECHGLOBAL PTY LTD","IT","Aandelen","4.580.977,39","0,01","4.580.977,39","159.681,00","28,69","Australië","Asx - All Markets","AUD"
"DVA","DAVITA INC","Gezondheidszorg","Aandelen","4.570.215,53","0,01","4.570.215,53","47.941,00","95,33","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4204","SEKISUI CHEMICAL LTD","Luxe-consumentengoederen","Aandelen","4.557.803,36","0,01","4.557.803,36","322.024,00","14,15","Japan","Tokyo Stock Exchange","JPY"
"TEMN","TEMENOS AG","IT","Aandelen","4.539.420,04","0,01","4.539.420,04","49.633,00","91,46","Zwitserland","SIX Swiss Exchange","CHF"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Vastgoed","Aandelen","4.531.330,44","0,01","4.531.330,44","3.552,00","1.275,71","Japan","Tokyo Stock Exchange","JPY"
"6823","HKT TRUST AND HKT UNITS LTD","Communicatie","Aandelen","4.531.501,94","0,01","4.531.501,94","3.298.223,00","1,37","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"UTDI","UNITED INTERNET AG","Communicatie","Aandelen","4.519.111,91","0,01","4.519.111,91","142.275,00","31,76","Duitsland","Xetra","EUR"
"8952","JAPAN REAL ESTATE INVESTMENT TRUST","Vastgoed","Aandelen","4.520.415,17","0,01","4.520.415,17","927,00","4.876,39","Japan","Tokyo Stock Exchange","JPY"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Nutsbedrijven","Aandelen","4.488.537,46","0,01","4.488.537,46","1.184.500,00","3,79","Japan","Tokyo Stock Exchange","JPY"
"TFII","TFI INTERNATIONAL INC","Industrie","Aandelen","4.442.432,70","0,01","4.442.432,70","52.140,00","85,20","Canada","Toronto Stock Exchange","CAD"
"4042","TOSOH CORP","Materialen","Aandelen","4.437.742,22","0,01","4.437.742,22","315.900,00","14,05","Japan","Tokyo Stock Exchange","JPY"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Luxe-consumentengoederen","Aandelen","4.440.554,36","0,01","4.440.554,36","149.413,00","29,72","Verenigde Staten","NASDAQ","USD"
"6146","DISCO CORP","IT","Aandelen","4.404.529,16","0,01","4.404.529,16","16.600,00","265,33","Japan","Tokyo Stock Exchange","JPY"
"7752","RICOH LTD","IT","Aandelen","4.390.167,96","0,01","4.390.167,96","487.500,00","9,01","Japan","Tokyo Stock Exchange","JPY"
"6965","HAMAMATSU PHOTONICS","IT","Aandelen","4.390.035,86","0,01","4.390.035,86","93.500,00","46,95","Japan","Tokyo Stock Exchange","JPY"
"ABDN","ABRDN PLC","Financiële waarden","Aandelen","4.390.785,65","0,01","4.390.785,65","1.824.771,00","2,41","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SPK","SPARK NEW ZEALAND LTD","Communicatie","Aandelen","4.304.893,27","0,01","4.304.893,27","1.389.121,00","3,10","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"7261","MAZDA MOTOR CORP","Luxe-consumentengoederen","Aandelen","4.298.860,16","0,01","4.298.860,16","485.500,00","8,85","Japan","Tokyo Stock Exchange","JPY"
"9007","ODAKYU ELECTRIC RAILWAY LTD","Industrie","Aandelen","4.281.310,65","0,01","4.281.310,65","322.804,00","13,26","Japan","Tokyo Stock Exchange","JPY"
"9005","TOKYU CORP","Industrie","Aandelen","4.277.119,46","0,01","4.277.119,46","374.991,00","11,41","Japan","Tokyo Stock Exchange","JPY"
"IVN","IVANHOE MINES LTD CLASS A","Materialen","Aandelen","4.275.783,46","0,01","4.275.783,46","505.243,00","8,46","Canada","Toronto Stock Exchange","CAD"
"DISH","DISH NETWORK CORP CLASS A","Communicatie","Aandelen","4.274.917,92","0,01","4.274.917,92","200.889,00","21,28","Verenigde Staten","NASDAQ","USD"
"1821","ESR CAYMAN LTD","Vastgoed","Aandelen","4.268.970,77","0,01","4.268.970,77","1.488.666,00","2,87","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"WLK","WESTLAKE CORP","Materialen","Aandelen","4.261.435,04","0,01","4.261.435,04","31.816,00","133,94","Verenigde Staten","New York Stock Exchange Inc.","USD"
"3064","MONOTARO LTD","Industrie","Aandelen","4.245.663,71","0,01","4.245.663,71","278.300,00","15,26","Japan","Tokyo Stock Exchange","JPY"
"3281","GLP J-REIT REIT","Vastgoed","Aandelen","4.232.478,58","0,01","4.232.478,58","3.306,00","1.280,24","Japan","Tokyo Stock Exchange","JPY"
"H78","HONGKONG LAND HOLDINGS LTD","Vastgoed","Aandelen","4.219.025,20","0,01","4.219.025,20","811.351,00","5,20","Hong Kong","Singapore Exchange","USD"
"APP","APPLOVIN CORP CLASS A","IT","Aandelen","4.210.321,50","0,01","4.210.321,50","96.789,00","43,50","Verenigde Staten","NASDAQ","USD"
"OCDO","OCADO GROUP PLC","Basis-consumentengoederen","Aandelen","4.206.309,80","0,01","4.206.309,80","363.081,00","11,59","Verenigd Koninkrijk","London Stock Exchange","GBP"
"ANA","ACCIONA SA","Nutsbedrijven","Aandelen","4.199.082,71","0,01","4.199.082,71","20.493,00","204,90","Spanje","Bolsa De Madrid","EUR"
"KBX","KNORR BREMSE AG","Industrie","Aandelen","4.182.799,35","0,01","4.182.799,35","59.944,00","69,78","Duitsland","Xetra","EUR"
"ORK","ORKLA","Basis-consumentengoederen","Aandelen","4.182.121,81","0,01","4.182.121,81","549.818,00","7,61","Noorwegen","Oslo Bors Asa","NOK"
"CLVT","CLARIVATE PLC","Industrie","Aandelen","4.179.392,10","0,01","4.179.392,10","278.070,00","15,03","Verenigde Staten","New York Stock Exchange Inc.","USD"
"VOLCAR B","VOLVO CAR CLASS B","Luxe-consumentengoederen","Aandelen","4.174.094,66","0,01","4.174.094,66","478.407,00","8,72","Zweden","Nasdaq Omx Nordic","SEK"
"GFC","GECINA SA","Vastgoed","Aandelen","4.169.637,23","0,01","4.169.637,23","35.537,00","117,33","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"K","KINROSS GOLD CORP","Materialen","Aandelen","4.161.848,18","0,01","4.161.848,18","927.656,00","4,49","Canada","Toronto Stock Exchange","CAD"
"ADM","ADMIRAL GROUP PLC","Financiële waarden","Aandelen","4.151.508,12","0,01","4.151.508,12","145.875,00","28,46","Verenigd Koninkrijk","London Stock Exchange","GBP"
"LI","KLEPIERRE REIT SA","Vastgoed","Aandelen","4.117.894,93","0,01","4.117.894,93","180.165,00","22,86","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"1878","DAITO TRUST CONSTRUCTION LTD","Vastgoed","Aandelen","4.114.531,50","0,01","4.114.531,50","48.494,00","84,85","Japan","Tokyo Stock Exchange","JPY"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrie","Aandelen","4.088.054,31","0,01","4.088.054,31","128.413,00","31,84","Canada","Toronto Stock Exchange","CAD"
"HOLM B","HOLMEN CLASS B","Materialen","Aandelen","4.088.541,18","0,01","4.088.541,18","77.540,00","52,73","Zweden","Nasdaq Omx Nordic","SEK"
"HKD","HKD CASH","Liquide middelen en/of derivaten","Liquiditeiten","4.033.133,71","0,01","4.033.133,71","31.644.572,00","12,75","Hong Kong","-","HKD"
"ELI","ELIA GROUP SA","Nutsbedrijven","Aandelen","4.028.488,21","0,01","4.028.488,21","25.020,00","161,01","België","Nyse Euronext - Euronext Brussels","EUR"
"EMP.A","EMPIRE LTD CLASS A","Basis-consumentengoederen","Aandelen","4.020.957,09","0,01","4.020.957,09","123.765,00","32,49","Canada","Toronto Stock Exchange","CAD"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financiële waarden","Aandelen","4.016.596,26","0,01","4.016.596,26","113.133,00","35,50","Israël","Tel Aviv Stock Exchange","ILS"
"3436","SUMCO CORP","IT","Aandelen","3.999.439,89","0,01","3.999.439,89","249.800,00","16,01","Japan","Tokyo Stock Exchange","JPY"
"LYFT","LYFT INC CLASS A","Industrie","Aandelen","3.998.158,36","0,01","3.998.158,36","232.316,00","17,21","Verenigde Staten","NASDAQ","USD"
"4751","CYBER AGENT INC","Communicatie","Aandelen","3.990.078,88","0,01","3.990.078,88","381.100,00","10,47","Japan","Tokyo Stock Exchange","JPY"
"DEMANT","DEMANT","Gezondheidszorg","Aandelen","3.985.458,65","0,01","3.985.458,65","90.469,00","44,05","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"RNG","RINGCENTRAL INC CLASS A","IT","Aandelen","3.979.425,60","0,01","3.979.425,60","64.392,00","61,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"2267","YAKULT HONSHA LTD","Basis-consumentengoederen","Aandelen","3.962.257,03","0,01","3.962.257,03","72.400,00","54,73","Japan","Tokyo Stock Exchange","JPY"
"6383","DAIFUKU LTD","Industrie","Aandelen","3.953.591,24","0,01","3.953.591,24","62.800,00","62,96","Japan","Tokyo Stock Exchange","JPY"
"COUP","COUPA SOFTWARE INC","IT","Aandelen","3.941.149,20","0,01","3.941.149,20","53.230,00","74,04","Verenigde Staten","NASDAQ","USD"
"FR","VALEO","Luxe-consumentengoederen","Aandelen","3.936.340,07","0,01","3.936.340,07","172.464,00","22,82","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"V03","VENTURE CORPORATION LTD","IT","Aandelen","3.936.119,50","0,01","3.936.119,50","304.700,00","12,92","Singapore","Singapore Exchange","SGD"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Luxe-consumentengoederen","Aandelen","3.908.381,20","0,01","3.908.381,20","103.140,00","37,89","Japan","Tokyo Stock Exchange","JPY"
"FOX","FOX CORP CLASS B","Communicatie","Aandelen","3.902.375,88","0,01","3.902.375,88","121.797,00","32,04","Verenigde Staten","NASDAQ","USD"
"ESLT","ELBIT SYSTEMS LTD","Industrie","Aandelen","3.896.721,10","0,01","3.896.721,10","18.895,00","206,23","Israël","Tel Aviv Stock Exchange","ILS"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Basis-consumentengoederen","Aandelen","3.879.131,91","0,01","3.879.131,91","60.600,00","64,01","Japan","Tokyo Stock Exchange","JPY"
"6586","MAKITA CORP","Industrie","Aandelen","3.873.607,16","0,01","3.873.607,16","144.226,00","26,86","Japan","Tokyo Stock Exchange","JPY"
"CLN","CLARIANT AG","Materialen","Aandelen","3.876.710,27","0,01","3.876.710,27","196.145,00","19,76","Zwitserland","SIX Swiss Exchange","CHF"
"1928","SANDS CHINA LTD","Luxe-consumentengoederen","Aandelen","3.869.637,85","0,01","3.869.637,85","1.933.870,00","2,00","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4755","RAKUTEN GROUP INC","Luxe-consumentengoederen","Aandelen","3.865.032,59","0,01","3.865.032,59","715.112,00","5,40","Japan","Tokyo Stock Exchange","JPY"
"ELUX B","ELECTROLUX CLASS B","Luxe-consumentengoederen","Aandelen","3.860.665,82","0,01","3.860.665,82","256.702,00","15,04","Zweden","Nasdaq Omx Nordic","SEK"
"1803","SHIMIZU CORP","Industrie","Aandelen","3.863.381,56","0,01","3.863.381,56","703.024,00","5,50","Japan","Tokyo Stock Exchange","JPY"
"2002","NISSHIN SEIFUN GROUP INC","Basis-consumentengoederen","Aandelen","3.853.527,08","0,01","3.853.527,08","339.200,00","11,36","Japan","Tokyo Stock Exchange","JPY"
"CU","CANADIAN UTILITIES LTD CLASS A","Nutsbedrijven","Aandelen","3.828.073,89","0,01","3.828.073,89","121.432,00","31,52","Canada","Toronto Stock Exchange","CAD"
"ONEX","ONEX CORP","Financiële waarden","Aandelen","3.822.962,86","0,01","3.822.962,86","63.199,00","60,49","Canada","Toronto Stock Exchange","CAD"
"ABN","ABN AMRO BANK NV","Financiële waarden","Aandelen","3.811.616,17","0,01","3.811.616,17","326.495,00","11,67","Nederland","Euronext Amsterdam","EUR"
"GJF","GJENSIDIGE FORSIKRING","Financiële waarden","Aandelen","3.800.320,50","0,01","3.800.320,50","181.759,00","20,91","Noorwegen","Oslo Bors Asa","NOK"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Communicatie","Aandelen","3.779.367,97","0,01","3.779.367,97","73.794,00","51,22","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"WRT1V","WARTSILA","Industrie","Aandelen","3.769.703,35","0,01","3.769.703,35","439.062,00","8,59","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"COV","COVIVIO SA","Vastgoed","Aandelen","3.749.126,91","0,01","3.749.126,91","52.426,00","71,51","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"4612","NIPPON PAINT HOLDINGS LTD","Materialen","Aandelen","3.744.157,01","0,01","3.744.157,01","515.600,00","7,26","Japan","Tokyo Stock Exchange","JPY"
"UHAL","AMERCO","Industrie","Aandelen","3.733.392,00","0,01","3.733.392,00","7.440,00","501,80","Verenigde Staten","NASDAQ","USD"
"NTGY","NATURGY ENERGY SA","Nutsbedrijven","Aandelen","3.725.996,55","0,01","3.725.996,55","120.975,00","30,80","Spanje","Bolsa De Madrid","EUR"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financiële waarden","Aandelen","3.712.942,24","0,01","3.712.942,24","457.395,00","8,12","Verenigd Koninkrijk","London Stock Exchange","GBP"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrie","Aandelen","3.704.084,17","0,01","3.704.084,17","972.000,00","3,81","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Industrie","Aandelen","3.692.264,13","0,01","3.692.264,13","191.183,00","19,31","Spanje","Bolsa De Madrid","EUR"
"KEY","KEYERA CORP","Energie","Aandelen","3.683.623,60","0,01","3.683.623,60","131.137,00","28,09","Canada","Toronto Stock Exchange","CAD"
"SBRY","SAINSBURY(J) PLC","Basis-consumentengoederen","Aandelen","3.669.787,22","0,01","3.669.787,22","1.317.440,00","2,79","Verenigd Koninkrijk","London Stock Exchange","GBP"
"IAG","IA FINANCIAL INC","Financiële waarden","Aandelen","3.661.201,47","0,01","3.661.201,47","69.539,00","52,65","Canada","Toronto Stock Exchange","CAD"
"BOL","BOLLORE","Communicatie","Aandelen","3.652.839,12","0,01","3.652.839,12","702.949,00","5,20","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"4185","JSR CORP","Materialen","Aandelen","3.652.628,80","0,01","3.652.628,80","114.800,00","31,82","Japan","Tokyo Stock Exchange","JPY"
"9766","KONAMI HOLDINGS CORP","Communicatie","Aandelen","3.645.076,73","0,01","3.645.076,73","53.773,00","67,79","Japan","Tokyo Stock Exchange","JPY"
"SALM","SALMAR","Basis-consumentengoederen","Aandelen","3.635.380,13","0,01","3.635.380,13","48.871,00","74,39","Noorwegen","Oslo Bors Asa","NOK"
"7951","YAMAHA CORP","Luxe-consumentengoederen","Aandelen","3.632.760,90","0,01","3.632.760,90","87.500,00","41,52","Japan","Tokyo Stock Exchange","JPY"
"SAP","SAPUTO INC","Basis-consumentengoederen","Aandelen","3.630.302,40","0,01","3.630.302,40","175.016,00","20,74","Canada","Toronto Stock Exchange","CAD"
"1812","KAJIMA CORP","Industrie","Aandelen","3.608.686,53","0,01","3.608.686,53","331.067,00","10,90","Japan","Tokyo Stock Exchange","JPY"
"TSEM","TOWER SEMICONDUCTOR LTD","IT","Aandelen","3.609.020,95","0,01","3.609.020,95","74.391,00","48,51","Israël","Tel Aviv Stock Exchange","ILS"
"VCX","VICINITY CENTRES","Vastgoed","Aandelen","3.605.920,40","0,01","3.605.920,40","2.737.009,00","1,32","Australië","Asx - All Markets","AUD"
"4768","OTSUKA CORP","IT","Aandelen","3.597.198,94","0,01","3.597.198,94","118.986,00","30,23","Japan","Tokyo Stock Exchange","JPY"
"KINV B","KINNEVIK CLASS B","Financiële waarden","Aandelen","3.564.878,00","0,01","3.564.878,00","175.636,00","20,30","Zweden","Nasdaq Omx Nordic","SEK"
"EVN","EVOLUTION MINING LTD","Materialen","Aandelen","3.556.189,02","0,01","3.556.189,02","1.364.585,00","2,61","Australië","Asx - All Markets","AUD"
